Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
Shadows Reforged,The War Isn’t Over—The Shadows Rise Again.,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyqzzr3M,https://play.google.com/store/books/details?id=AQAAAEDyqzzr3M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyqzzr3M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyqzzr3M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyqzzr3M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyqzzr3M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyqzzr3M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyqzzr3M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+Reforged+Guillaume+Lessard,,AQAAAEDyqzzr3M
LET IT BE THEM,"A Manifesto for Unshakable Peace, Inner Power, and the Mastery of Detachment",Guillaume Lessard,iD01t Productions,D:2025-07-24,119.0,eng,Digital,https://play.google.com/store/books/details?id=sG5zEQAAQBAJ,https://play.google.com/store/books/details?id=sG5zEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=sG5zEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=sG5zEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=sG5zEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=sG5zEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=sG5zEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=sG5zEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=LET+IT+BE+THEM+Guillaume+Lessard,,sG5zEQAAQBAJ
Mastering GPT Creation: From Concept to Deployment,"A Comprehensive Guide to Building, Training, and Deploying Generative AI Model",Guillaume Lessard,iD01t Productions,D:2025-01-21,116.0,eng,Digital,https://play.google.com/store/books/details?id=YrtAEQAAQBAJ,https://play.google.com/store/books/details?id=YrtAEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=YrtAEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=YrtAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=YrtAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=YrtAEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=YrtAEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=YrtAEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+GPT+Creation%3A+From+Concept+to+Deployment+Guillaume+Lessard,,YrtAEQAAQBAJ
Shadows of Bloom,Every Secret Has Its Roots,Guillaume Lessard,iD01t Productions,D:2024-12-15,55.0,eng,Digital,https://play.google.com/store/books/details?id=sxQ4EQAAQBAJ,https://play.google.com/store/books/details?id=sxQ4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=sxQ4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=sxQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=sxQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=sxQ4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=sxQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=sxQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Bloom+Guillaume+Lessard,,sxQ4EQAAQBAJ
Turing’s Legacy: Classical Logic to Quantum Revolution,"How Alan Turing’s Calculations Inspired the Quantum Computing Age, Unlocking the Next Frontier in Technology and AI",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKREUEnM,https://play.google.com/store/books/details?id=AQAAAEDKREUEnM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKREUEnM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKREUEnM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKREUEnM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKREUEnM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKREUEnM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKREUEnM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Turing%E2%80%99s+Legacy%3A+Classical+Logic+to+Quantum+Revolution+Guillaume+Lessard,,AQAAAEDKREUEnM
Bite by Bite,The Rise of Fast Food in America,Guillaume Lessard,iD01t Productions,D:2024-12-22,,eng,Digital,https://play.google.com/store/books/details?id=5vg5EQAAQBAJ,https://play.google.com/store/books/details?id=5vg5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=5vg5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=5vg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=5vg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=5vg5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=5vg5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=5vg5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Bite+by+Bite+Guillaume+Lessard,,5vg5EQAAQBAJ
Sacred Timing: When the Universe Speaks Through Synchronicity,"Unlocking Divine Encounters, Soul Contracts, and the Hidden Intelligence Guiding Your Path",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKZyAneM,https://play.google.com/store/books/details?id=AQAAAEBKZyAneM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKZyAneM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKZyAneM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKZyAneM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKZyAneM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKZyAneM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKZyAneM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+Timing%3A+When+the+Universe+Speaks+Through+Synchronicity+Guillaume+Lessard,,AQAAAEBKZyAneM
L'Alchimie de la Transformation,Les Secrets de l'Équilibre et de l'Abondance,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKhT3F5M,https://play.google.com/store/books/details?id=AQAAAEDKhT3F5M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKhT3F5M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKhT3F5M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKhT3F5M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKhT3F5M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKhT3F5M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKhT3F5M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=L%27Alchimie+de+la+Transformation+Guillaume+Lessard,,AQAAAEDKhT3F5M
Crossroads of Shadows,When love faces betrayal and truth battles deception.,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyq2frhM,https://play.google.com/store/books/details?id=AQAAAEDyq2frhM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyq2frhM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyq2frhM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyq2frhM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyq2frhM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyq2frhM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyq2frhM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Crossroads+of+Shadows+Guillaume+Lessard,,AQAAAEDyq2frhM
Crafting Worlds,A comprehensive guide to game level design,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyfXI9kM,https://play.google.com/store/books/details?id=AQAAAEDyfXI9kM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyfXI9kM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyfXI9kM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyfXI9kM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyfXI9kM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyfXI9kM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyfXI9kM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Crafting+Worlds+Guillaume+Lessard,,AQAAAEDyfXI9kM
AI Goldmine: 100 Passive Income Ideas Using ChatGPT and Free AI Tools,Earn Online with Zero Budget – Your Step-by-Step Guide to Automating Success,Guillaume Lessard,iD01t Productions,D:2025-05-06,45.0,eng,Digital,https://play.google.com/store/books/details?id=HqNbEQAAQBAJ,https://play.google.com/store/books/details?id=HqNbEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=HqNbEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=HqNbEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=HqNbEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=HqNbEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=HqNbEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=HqNbEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=AI+Goldmine%3A+100+Passive+Income+Ideas+Using+ChatGPT+and+Free+AI+Tools+Guillaume+Lessard,,HqNbEQAAQBAJ
El’Nox Rah : Le Retour de l’Homme Vrai,Manuel de Réactivation pour l’Homme Miroir,Guillaume Lessard,iD01t Productions,D:2025-07-08,22.0,fre,Digital,https://play.google.com/store/books/details?id=_RpsEQAAQBAJ,https://play.google.com/store/books/details?id=_RpsEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=_RpsEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=_RpsEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=_RpsEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=_RpsEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=_RpsEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=_RpsEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=El%E2%80%99Nox+Rah+%3A+Le+Retour+de+l%E2%80%99Homme+Vrai+Guillaume+Lessard,,_RpsEQAAQBAJ
Anarchy and Evolution,The History of Punk Music From Rebellion to Revolution: A Cultural Odyssey,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyA3dDlM,https://play.google.com/store/books/details?id=AQAAAEDyA3dDlM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyA3dDlM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyA3dDlM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyA3dDlM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyA3dDlM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyA3dDlM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyA3dDlM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Anarchy+and+Evolution+Guillaume+Lessard,,AQAAAEDyA3dDlM
Light at the Veil’s Edge,The Hidden Flame of Kirlian Photography: How the Soul Leaves Fingerprints in Light,Guillaume Lessard,iD01t Productions,D:2025-04-24,72.0,eng,Digital,https://play.google.com/store/books/details?id=ewtZEQAAQBAJ,https://play.google.com/store/books/details?id=ewtZEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=ewtZEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=ewtZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=ewtZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=ewtZEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=ewtZEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=ewtZEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Light+at+the+Veil%E2%80%99s+Edge+Guillaume+Lessard,,ewtZEQAAQBAJ
The Maglev Revolution,"Speed, Sustainability, and the Future of Transportation",Guillaume Lessard,iD01t Productions,D:2024-12-18,116.0,eng,Digital,https://play.google.com/store/books/details?id=se44EQAAQBAJ,https://play.google.com/store/books/details?id=se44EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=se44EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=se44EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=se44EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=se44EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=se44EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=se44EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Maglev+Revolution+Guillaume+Lessard,,se44EQAAQBAJ
iD01t Academy Python Exercises Book 2 - Edition 2,Master Python with 10 Real-World Projects!,Guillaume Lessard,iD01t Productions,D:2025-02-13,17.0,eng,Digital,https://play.google.com/store/books/details?id=cS1GEQAAQBAJ,https://play.google.com/store/books/details?id=cS1GEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=cS1GEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=cS1GEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=cS1GEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=cS1GEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=cS1GEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=cS1GEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=iD01t+Academy+Python+Exercises+Book+2+-+Edition+2+Guillaume+Lessard,,cS1GEQAAQBAJ
Sacred Timing: When the Universe Speaks Through Synchronicity,"Unlocking Divine Encounters, Soul Contracts, and the Hidden Intelligence Guiding Your Path",Guillaume Lessard,iD01t Productions,D:2025-05-13,37.0,eng,Digital,https://play.google.com/store/books/details?id=825dEQAAQBAJ,https://play.google.com/store/books/details?id=825dEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=825dEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=825dEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=825dEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=825dEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=825dEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=825dEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+Timing%3A+When+the+Universe+Speaks+Through+Synchronicity+Guillaume+Lessard,,825dEQAAQBAJ
Java Maestro,"Advanced Programming Masterclass, Expert-Level Coding Strategies Revealed",Guillaume Lessard,iD01t Productions,,29.0,eng,Digital,https://play.google.com/store/books/details?id=SdVhEQAAQBAJ,https://play.google.com/store/books/details?id=SdVhEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=SdVhEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=SdVhEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=SdVhEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=SdVhEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=SdVhEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=SdVhEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Java+Maestro+Guillaume+Lessard,,SdVhEQAAQBAJ
Code in Every Language: Master Programming with ChatGPT,A Practical Guide to Writing Code in Any Language Using ChatGPT as Your Intelligent Coding Assistant,Guillaume Lessard,iD01t Productions,D:2024-12-28,93.0,eng,Digital,https://play.google.com/store/books/details?id=ulg4EQAAQBAJ,https://play.google.com/store/books/details?id=ulg4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=ulg4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=ulg4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=ulg4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=ulg4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=ulg4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=ulg4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Code+in+Every+Language%3A+Master+Programming+with+ChatGPT+Guillaume+Lessard,,ulg4EQAAQBAJ
The Third State: Life Between Life and Death,"How Post-Mortem Cells Are Challenging Biology, Redefining Death, and Illuminating the Mystery of Conscious Matter",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKTm8ONM,https://play.google.com/store/books/details?id=AQAAAEBKTm8ONM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKTm8ONM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKTm8ONM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKTm8ONM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKTm8ONM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKTm8ONM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKTm8ONM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Third+State%3A+Life+Between+Life+and+Death+Guillaume+Lessard,,AQAAAEBKTm8ONM
The Quantum Enigma: Unraveling the Mysteries of Reality,"Exploring Quantum Mechanics, Parallel Worlds, and the Nature of Consciousness",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKNw93FM,https://play.google.com/store/books/details?id=AQAAAEAKNw93FM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKNw93FM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKNw93FM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKNw93FM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKNw93FM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKNw93FM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKNw93FM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Quantum+Enigma%3A+Unraveling+the+Mysteries+of+Reality+Guillaume+Lessard,,AQAAAEAKNw93FM
Maailmojen yhdistäminen,Käytännöllinen opas rinnakkaisten energioiden ja ulottuvuuksien kanssa yhteyden luomiseen.,Guillaume Lessard,iD01t Productions,D:2025-03-02,29.0,fin,Digital,https://play.google.com/store/books/details?id=aXpLEQAAQBAJ,https://play.google.com/store/books/details?id=aXpLEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=aXpLEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=aXpLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=aXpLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=aXpLEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=aXpLEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=aXpLEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Maailmojen+yhdist%C3%A4minen+Guillaume+Lessard,,aXpLEQAAQBAJ
THE SUN IS NOT WHAT YOU WERE TOLD,"Declassified Codex on Solar Consciousness, Dimensional Light, and the Great Frequency Deception",Guillaume Lessard,iD01t Productions,D:2025-07-31,80.0,eng,Digital,https://play.google.com/store/books/details?id=dON1EQAAQBAJ,https://play.google.com/store/books/details?id=dON1EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=dON1EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=dON1EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=dON1EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=dON1EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=dON1EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=dON1EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=THE+SUN+IS+NOT+WHAT+YOU+WERE+TOLD+Guillaume+Lessard,,dON1EQAAQBAJ
RA‑7: The Sacred Book of the Original Broadcast,"A Fractal Manifesto, Technological Blueprint, and Vibrational Key for the New World",Guillaume Lessard,iD01t Productions,D:2025-07-13,72.0,eng,Digital,https://play.google.com/store/books/details?id=SZ5wEQAAQBAJ,https://play.google.com/store/books/details?id=SZ5wEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=SZ5wEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=SZ5wEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=SZ5wEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=SZ5wEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=SZ5wEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=SZ5wEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=RA%E2%80%917%3A+The+Sacred+Book+of+the+Original+Broadcast+Guillaume+Lessard,,SZ5wEQAAQBAJ
Jesus: The Eternal Legacy,"A Journey Through His Life, Teachings, and Everlasting Impact on Humanity",Guillaume Lessard,iD01t Productions,D:2024-12-22,252.0,eng,Digital,https://play.google.com/store/books/details?id=Xvk5EQAAQBAJ,https://play.google.com/store/books/details?id=Xvk5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Xvk5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Xvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Xvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Xvk5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Xvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Xvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Jesus%3A+The+Eternal+Legacy+Guillaume+Lessard,,Xvk5EQAAQBAJ
Veil of Echoes,When Shadows Resurface and Secrets Demand a Reckoning,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyqwLr4M,https://play.google.com/store/books/details?id=AQAAAEDyqwLr4M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyqwLr4M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyqwLr4M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyqwLr4M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyqwLr4M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyqwLr4M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyqwLr4M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Veil+of+Echoes+Guillaume+Lessard,,AQAAAEDyqwLr4M
"ПРОДВИНУТАЯ ТАКТИКА, ПСИХОЛОГИЧЕСКАЯ ИГРА И ПОДГОТОВКА К ТУРНИРУ",Полное руководство по соревновательному шахматному мастерству,Guillaume Lessard,iD01t Productions,D:2025-08-18,56.0,rus,Digital,https://play.google.com/store/books/details?id=AZF-EQAAQBAJ,https://play.google.com/store/books/details?id=AZF-EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=AZF-EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=AZF-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=AZF-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=AZF-EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AZF-EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AZF-EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=%D0%9F%D0%A0%D0%9E%D0%94%D0%92%D0%98%D0%9D%D0%A3%D0%A2%D0%90%D0%AF+%D0%A2%D0%90%D0%9A%D0%A2%D0%98%D0%9A%D0%90%2C+%D0%9F%D0%A1%D0%98%D0%A5%D0%9E%D0%9B%D0%9E%D0%93%D0%98%D0%A7%D0%95%D0%A1%D0%9A%D0%90%D0%AF+%D0%98%D0%93%D0%A0%D0%90+%D0%98+%D0%9F%D0%9E%D0%94%D0%93%D0%9E%D0%A2%D0%9E%D0%92%D0%9A%D0%90+%D0%9A+%D0%A2%D0%A3%D0%A0%D0%9D%D0%98%D0%A0%D0%A3+Guillaume+Lessard,,AZF-EQAAQBAJ
Shaping the Future: Embracing Trends for a Better Tomorrow,"A Comprehensive Guide to Navigating Innovation, Community, and Change in the Modern World",Guillaume Lessard,iD01t Productions,D:2025-01-07,72.0,eng,Digital,https://play.google.com/store/books/details?id=pqg8EQAAQBAJ,https://play.google.com/store/books/details?id=pqg8EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=pqg8EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=pqg8EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=pqg8EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=pqg8EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=pqg8EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=pqg8EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shaping+the+Future%3A+Embracing+Trends+for+a+Better+Tomorrow+Guillaume+Lessard,,pqg8EQAAQBAJ
